"","sub","Question","Response","age.cat"
"593","7313410","Question_1","Sì","Adolescents"
"594","7313410","Question_2","nel ""Solo se a caso"" ho scelto più mini tesori che super tesori,mentre nel ""Solo se insieme"" ho scelto più super tesori che quelli mini perchè ho pensato che l'altra persona facesse la stessa cosa","Adolescents"
"595","7313410","Question_3","No","Adolescents"
"596","7313410","Question_5","8","Adolescents"
"597","7313410","Question_6","10","Adolescents"
"598","7313410","Question_7","7","Adolescents"
"599","7313410","Question_8","10","Adolescents"
"600","7313415","Question_1","Sì","Adolescents"
"601","7313415","Question_2","Nel gioco solo se a caso ,ho sparato mentre nel gioco solo se inseme ho provato a immaginare le cose più scontate","Adolescents"
"602","7313415","Question_3","Sì","Adolescents"
"603","7313415","Question_4","Nel gioco solo se a caso ho usato l'immaginazzione e h scelto le cose più scontate mentre nel gioco solo se soli ho scelto le risposte più banali","Adolescents"
"604","7313415","Question_5","6","Adolescents"
"605","7313415","Question_6","2","Adolescents"
"606","7313415","Question_7","7","Adolescents"
"607","7313415","Question_8","3","Adolescents"
"608","7313413","Question_1","No","Adolescents"
"609","7313413","Question_3","No","Adolescents"
"610","7313413","Question_5","6","Adolescents"
"611","7313413","Question_6","9","Adolescents"
"612","7313413","Question_7","5","Adolescents"
"613","7313413","Question_8","8","Adolescents"
"614","7313412","Question_1","No","Adolescents"
"615","7313412","Question_3","Sì","Adolescents"
"616","7313412","Question_5","8","Adolescents"
"617","7313412","Question_6","5","Adolescents"
"618","7313412","Question_7","8","Adolescents"
"619","7313412","Question_8","4","Adolescents"
"620","7313425","Question_1","Sì","Adolescents"
"621","7313425","Question_2","cercavom di capire cosa avrebbe messo il compagno/a ","Adolescents"
"622","7313425","Question_3","Sì","Adolescents"
"623","7313425","Question_4","cercavo di evitare quello che sceglieva il compagno/a","Adolescents"
"624","7313425","Question_5","7","Adolescents"
"625","7313425","Question_6","3","Adolescents"
"626","7313425","Question_7","8","Adolescents"
"627","7313425","Question_8","1","Adolescents"
"628","7313406","Question_1","Sì","Adolescents"
"629","7313406","Question_2","In solo che a caso quando il mini premio era alto sceglievo quello così ero sicuro di vincerlo quando invece il mini premio era basso sceglievo il grande premio","Adolescents"
"630","7313406","Question_3","No","Adolescents"
"631","7313406","Question_5","10","Adolescents"
"632","7313406","Question_6","0","Adolescents"
"633","7313406","Question_7","7","Adolescents"
"634","7313406","Question_8","5","Adolescents"
"635","7313417","Question_1","No","Adolescents"
"636","7313417","Question_3","No","Adolescents"
"637","7313417","Question_5","10","Adolescents"
"638","7313417","Question_6","10","Adolescents"
"639","7313417","Question_7","2","Adolescents"
"640","7313417","Question_8","10","Adolescents"
"641","7313411","Question_1","Non so","Adolescents"
"642","7313411","Question_3","No","Adolescents"
"643","7313411","Question_5","10","Adolescents"
"644","7313411","Question_6","0","Adolescents"
"645","7313411","Question_7","10","Adolescents"
"646","7313411","Question_8","0","Adolescents"
"647","7312966","Question_1","No","Adolescents"
"648","7312966","Question_3","No","Adolescents"
"649","7312966","Question_5","7","Adolescents"
"650","7312966","Question_6","4","Adolescents"
"651","7312966","Question_7","7","Adolescents"
"652","7312966","Question_8","4","Adolescents"
"653","7313088","Question_1","Sì","Children"
"654","7313088","Question_2","Giocavo da sola","Children"
"655","7313088","Question_3","Sì","Children"
"656","7313088","Question_4","Nel gioco solo se a caso ho giocato da sola","Children"
"657","7313088","Question_5","1","Children"
"658","7313088","Question_6","6","Children"
"659","7313088","Question_7","0","Children"
"660","7313088","Question_8","3","Children"
"661","7312954","Question_1","No","Adolescents"
"662","7312954","Question_3","No","Adolescents"
"663","7312954","Question_5","7","Adolescents"
"664","7312954","Question_6","9","Adolescents"
"665","7312954","Question_7","4","Adolescents"
"666","7312954","Question_8","7","Adolescents"
"667","7312952","Question_1","Sì","Children"
"668","7312952","Question_2","perche le regole del gioco erano diverse","Children"
"669","7312952","Question_3","Sì","Children"
"670","7312952","Question_5","8","Children"
"671","7312952","Question_6","6","Children"
"672","7312952","Question_7","8","Children"
"673","7312952","Question_8","3","Children"
"674","7312959","Question_1","Sì","Adolescents"
"675","7312959","Question_3","Non so","Adolescents"
"676","7312959","Question_4","se io ho scelto un numero e il mio compagno ne a scelto un altro ","Adolescents"
"677","7312959","Question_5","10","Adolescents"
"678","7312959","Question_6","5","Adolescents"
"679","7312959","Question_7","8","Adolescents"
"680","7312959","Question_8","3","Adolescents"
"681","7312969","Question_1","No","Adolescents"
"682","7312969","Question_3","No","Adolescents"
"683","7312969","Question_5","10","Adolescents"
"684","7312969","Question_6","10","Adolescents"
"685","7312969","Question_7","10","Adolescents"
"686","7312969","Question_8","10","Adolescents"
"687","7312957","Question_1","Sì","Children"
"688","7312957","Question_2","da l'altro","Children"
"689","7312957","Question_3","No","Children"
"690","7312957","Question_5","10","Children"
"691","7312957","Question_6","0","Children"
"692","7312957","Question_7","10","Children"
"693","7312957","Question_8","10","Children"
"694","7312948","Question_1","No","Children"
"695","7312948","Question_3","No","Children"
"696","7312948","Question_5","5","Children"
"697","7312948","Question_6","5","Children"
"698","7312948","Question_7","5","Children"
"699","7312948","Question_8","5","Children"
"700","7313002","Question_1","No","Children"
"701","7313002","Question_3","Sì","Children"
"702","7313002","Question_5","8","Children"
"703","7313002","Question_6","7","Children"
"704","7313002","Question_7","10","Children"
"705","7313002","Question_8","10","Children"
"706","7312949","Question_1","Non so","Children"
"707","7312949","Question_2","normale","Children"
"708","7312949","Question_3","Non so","Children"
"709","7312949","Question_5","4","Children"
"710","7312949","Question_6","0","Children"
"711","7312949","Question_7","5","Children"
"712","7312949","Question_8","5","Children"
"713","7312961","Question_1","Non so","Adolescents"
"714","7312961","Question_2","vscdsono cambiate scegliendo soprattutto il mini tesoro","Adolescents"
"715","7312961","Question_3","No","Adolescents"
"716","7312961","Question_5","10","Adolescents"
"717","7312961","Question_6","10","Adolescents"
"718","7312961","Question_7","5","Adolescents"
"719","7312961","Question_8","10","Adolescents"
"720","7312947","Question_1","No","Adolescents"
"721","7312947","Question_3","No","Adolescents"
"722","7312947","Question_5","1","Adolescents"
"723","7312947","Question_6","0","Adolescents"
"724","7312947","Question_7","1","Adolescents"
"725","7312947","Question_8","0","Adolescents"
"726","7312958","Question_1","No","Children"
"727","7312958","Question_3","Sì","Children"
"728","7312958","Question_4","sceglievo solo quella meno ovvia nel gioco solo se soli ","Children"
"729","7312958","Question_5","10","Children"
"730","7312958","Question_6","10","Children"
"731","7312958","Question_7","5","Children"
"732","7312958","Question_8","5","Children"
"733","7312956","Question_1","No","Children"
"734","7312956","Question_3","No","Children"
"735","7312956","Question_5","10","Children"
"736","7312956","Question_6","10","Children"
"737","7312956","Question_7","10","Children"
"738","7312956","Question_8","0","Children"
"739","7312963","Question_1","No","Children"
"740","7312963","Question_3","No","Children"
"741","7312963","Question_5","7","Children"
"742","7312963","Question_6","5","Children"
"743","7312963","Question_7","7","Children"
"744","7312963","Question_8","6","Children"
"745","7312960","Question_1","Sì","Children"
"746","7312960","Question_2","la scelte sono cambiate in base al tipo di gioco","Children"
"747","7312960","Question_3","Non so","Children"
"748","7312960","Question_4","io questa risposta non so come rispondere","Children"
"749","7312960","Question_5","3","Children"
"750","7312960","Question_6","6","Children"
"751","7312960","Question_7","2","Children"
"752","7312960","Question_8","4","Children"
"753","7312965","Question_1","Sì","Adolescents"
"754","7312965","Question_2","non so","Adolescents"
"755","7312965","Question_3","No","Adolescents"
"756","7312965","Question_4","si","Adolescents"
"757","7312965","Question_5","0","Adolescents"
"758","7312965","Question_6","10","Adolescents"
"759","7312965","Question_7","10","Adolescents"
"760","7312965","Question_8","0","Adolescents"
"761","7312970","Question_1","No","Adolescents"
"762","7312970","Question_2","imbase alla ricompensa .","Adolescents"
"763","7312970","Question_3","Sì","Adolescents"
"764","7312970","Question_4","sempre in base alla ricompensa","Adolescents"
"765","7312970","Question_5","9","Adolescents"
"766","7312970","Question_6","0","Adolescents"
"767","7312970","Question_7","10","Adolescents"
"768","7312970","Question_8","0","Adolescents"
"769","7312962","Question_1","Sì","Children"
"770","7312962","Question_2","perche c'èuna piccola probabilita che la ri sposta sia giusta","Children"
"771","7312962","Question_3","No","Children"
"772","7312962","Question_5","2","Children"
"773","7312962","Question_6","5","Children"
"774","7312962","Question_7","5","Children"
"775","7312962","Question_8","10","Children"
"776","7312955","Question_1","Non so","Adolescents"
"777","7312955","Question_2","tanto","Adolescents"
"778","7312955","Question_3","No","Adolescents"
"779","7312955","Question_5","10","Adolescents"
"780","7312955","Question_6","0","Adolescents"
"781","7312955","Question_7","5","Adolescents"
"782","7312955","Question_8","5","Adolescents"
"783","7312967","Question_1","No","Children"
"784","7312967","Question_3","No","Children"
"785","7312967","Question_5","4","Children"
"786","7312967","Question_6","9","Children"
"787","7312967","Question_7","5","Children"
"788","7312967","Question_8","5","Children"
"789","7312964","Question_1","Non so","Children"
"790","7312964","Question_2","a caso","Children"
"791","7312964","Question_3","Non so","Children"
"792","7312964","Question_4","a caso","Children"
"793","7312964","Question_5","7","Children"
"794","7312964","Question_6","2","Children"
"795","7312964","Question_7","10","Children"
"796","7312964","Question_8","3","Children"
"797","7312998","Question_1","No","Adolescents"
"798","7312998","Question_2","perche se prndiamo ilmeno andiamo ah casa pene","Adolescents"
"799","7312998","Question_3","No","Adolescents"
"800","7312998","Question_5","9","Adolescents"
"801","7312998","Question_6","10","Adolescents"
"802","7312998","Question_7","8","Adolescents"
"803","7312998","Question_8","10","Adolescents"
"804","7312658","Question_1","Non so","Children"
"805","7312658","Question_3","No","Children"
"806","7312658","Question_5","8","Children"
"807","7312658","Question_6","6","Children"
"808","7312658","Question_7","9","Children"
"809","7312658","Question_8","3","Children"
"810","7312613","Question_1","No","Children"
"811","7312613","Question_3","No","Children"
"812","7312613","Question_5","10","Children"
"813","7312613","Question_6","10","Children"
"814","7312613","Question_7","7","Children"
"815","7312613","Question_8","10","Children"
"816","7312628","Question_1","No","Adolescents"
"817","7312628","Question_3","No","Adolescents"
"818","7312628","Question_5","8","Adolescents"
"819","7312628","Question_6","8","Adolescents"
"820","7312628","Question_7","7","Adolescents"
"821","7312628","Question_8","7","Adolescents"
"822","7312616","Question_1","Sì","Children"
"823","7312616","Question_2","osservando il numero di monete","Children"
"824","7312616","Question_3","No","Children"
"825","7312616","Question_5","10","Children"
"826","7312616","Question_6","0","Children"
"827","7312616","Question_7","4","Children"
"828","7312616","Question_8","10","Children"
"829","7312626","Question_1","Sì","Adolescents"
"830","7312626","Question_3","Sì","Adolescents"
"831","7312626","Question_5","6","Adolescents"
"832","7312626","Question_6","4","Adolescents"
"833","7312626","Question_7","3","Adolescents"
"834","7312626","Question_8","5","Adolescents"
"835","7312618","Question_1","No","Adolescents"
"836","7312618","Question_3","No","Adolescents"
"837","7312618","Question_5","3","Adolescents"
"838","7312618","Question_6","6","Adolescents"
"839","7312618","Question_7","2","Adolescents"
"840","7312618","Question_8","4","Adolescents"
"841","7312621","Question_1","Sì","Adolescents"
"842","7312621","Question_2","sono cambiate a seconda del tesore se il tesoro certe volte era 1 moneta certe volte la sceglievo ecerte no","Adolescents"
"843","7312621","Question_3","No","Adolescents"
"844","7312621","Question_5","8","Adolescents"
"845","7312621","Question_6","10","Adolescents"
"846","7312621","Question_7","3","Adolescents"
